Entity,Code,Year,$2.15 a day - Share of population in poverty,Country ID
Kazakhstan,KAZ,2006,1.0114723,398
Kazakhstan,KAZ,2007,0.38554862,398
Kazakhstan,KAZ,2008,0.2428652,398
Kazakhstan,KAZ,2009,0.2441653,398
Kazakhstan,KAZ,2010,0.19512291,398
Kazakhstan,KAZ,2011,0.07109477,398
Kazakhstan,KAZ,2012,0.03842411,398
Kazakhstan,KAZ,2013,0.033109628,398
Kazakhstan,KAZ,2014,0.01927526,398
Kazakhstan,KAZ,2015,0.038270585,398
Kazakhstan,KAZ,2016,0.05052872,398
Kazakhstan,KAZ,2017,0.041498996,398
Kazakhstan,KAZ,2018,0.0151407905,398
Kazakhstan,KAZ,2019,0.016059816,398
Kazakhstan,KAZ,2020,0.01182706,398
Kazakhstan,KAZ,2021,0.017695257,398
Kenya,KEN,1992,26.44514,404
Kenya,KEN,1994,25.880554,404
Kenya,KEN,1997,25.393864,404
Kenya,KEN,2005,36.67384,404
Kenya,KEN,2015,29.365105,404
Kenya,KEN,2020,35.03161,404
Kenya,KEN,2021,36.146057,404
Kyrgyzstan,KGZ,2000,38.18244,417
Kyrgyzstan,KGZ,2001,33.356903,417
Kyrgyzstan,KGZ,2002,31.149364,417
Kyrgyzstan,KGZ,2003,25.70318,417
Kyrgyzstan,KGZ,2004,11.575469,417
Kyrgyzstan,KGZ,2005,13.574837,417
Kyrgyzstan,KGZ,2006,8.371434,417
Kyrgyzstan,KGZ,2007,8.752659,417
Kyrgyzstan,KGZ,2008,3.3092885,417
Kyrgyzstan,KGZ,2009,1.5469307,417
Kyrgyzstan,KGZ,2010,3.5214179,417
Kyrgyzstan,KGZ,2011,1.2577704,417
Kyrgyzstan,KGZ,2012,2.6298146,417
Kyrgyzstan,KGZ,2013,2.6200042,417
Kyrgyzstan,KGZ,2014,1.0484436,417
Kyrgyzstan,KGZ,2015,2.1805964,417
Kyrgyzstan,KGZ,2016,1.1435105,417
Kyrgyzstan,KGZ,2017,1.2685745,417
Kyrgyzstan,KGZ,2018,0.73589146,417
Kyrgyzstan,KGZ,2019,0.65906364,417
Kyrgyzstan,KGZ,2020,1.3309736,417
Kyrgyzstan,KGZ,2021,0.71577924,417
Laos,LAO,1992,23.700804,418
Laos,LAO,1997,43.195446,418
Laos,LAO,2002,25.369883,418
Laos,LAO,2007,19.54654,418
Laos,LAO,2012,10.891045,418
Laos,LAO,2018,7.1383624,418
Latvia,LVA,1993,0.016102295,428
Latvia,LVA,1995,0.030572971,428
Latvia,LVA,1996,1.7655892,428
Latvia,LVA,2004,2.4903991,428
Latvia,LVA,2005,2.3620217,428
Latvia,LVA,2006,1.5533317,428
Latvia,LVA,2007,0.6350043,428
Latvia,LVA,2008,1.2787416,428
Latvia,LVA,2009,1.696778,428
Latvia,LVA,2010,1.7326765,428
Latvia,LVA,2011,1.0286086,428
Latvia,LVA,2012,1.0676994,428
Latvia,LVA,2013,1.1653787,428
Latvia,LVA,2014,0.79135585,428
Latvia,LVA,2015,0.650311,428
Latvia,LVA,2016,0.64695126,428
Latvia,LVA,2017,0.7972179,428
Latvia,LVA,2018,0.36000243,428
Latvia,LVA,2019,0.2391008,428
Latvia,LVA,2020,0.45501179,428
Latvia,LVA,2021,0.39730492,428
Lebanon,LBN,2011,0,422
Lesotho,LSO,1986,53.98758,426
Lesotho,LSO,1994,53.69109,426
Lesotho,LSO,2002,66.27836,426
Lesotho,LSO,2017,32.39991,426
Liberia,LBR,2007,53.34778,430
Liberia,LBR,2014,25.930763,430
Liberia,LBR,2016,27.617746,430
Lithuania,LTU,1993,6.6169634,440
Lithuania,LTU,2004,2.707487,440
Lithuania,LTU,2005,1.7817268,440
Lithuania,LTU,2006,1.5230172,440
Lithuania,LTU,2007,1.3395644,440
Lithuania,LTU,2008,1.389226,440
Lithuania,LTU,2009,2.2432506,440
Lithuania,LTU,2010,1.5343399,440
Lithuania,LTU,2011,0.70057505,440
Lithuania,LTU,2012,0.94779253,440
Lithuania,LTU,2013,0.70500815,440
Lithuania,LTU,2014,1.262026,440
Lithuania,LTU,2015,0.7198586,440
Lithuania,LTU,2016,1.2705059,440
Lithuania,LTU,2017,1.0225072,440
Lithuania,LTU,2018,0.9250136,440
Lithuania,LTU,2019,0.54792964,440
Lithuania,LTU,2020,0.18947333,440
Lithuania,LTU,2021,0.25060093,440
Luxembourg,LUX,1985,0,442
Luxembourg,LUX,1986,0,442
Luxembourg,LUX,1987,0,442
Luxembourg,LUX,1988,0,442
Luxembourg,LUX,1989,0,442
Luxembourg,LUX,1990,0,442
Luxembourg,LUX,1991,0,442
Luxembourg,LUX,1992,0,442
Luxembourg,LUX,1993,0,442
Luxembourg,LUX,1994,0,442
Luxembourg,LUX,1995,0,442
Luxembourg,LUX,1996,0,442
Luxembourg,LUX,1997,0,442
Luxembourg,LUX,1998,0,442
Luxembourg,LUX,1999,0,442
Luxembourg,LUX,2000,0,442
Luxembourg,LUX,2001,0,442
Luxembourg,LUX,2002,0,442
Luxembourg,LUX,2003,0.07174669,442
Luxembourg,LUX,2004,0.018192332,442
Luxembourg,LUX,2005,0.03469405,442
Luxembourg,LUX,2006,0,442
Luxembourg,LUX,2007,0.021916224,442
Luxembourg,LUX,2008,0,442
Luxembourg,LUX,2009,0.04411102,442
Luxembourg,LUX,2010,0,442
Luxembourg,LUX,2011,0.11757935,442
Luxembourg,LUX,2012,0.043618947,442
Luxembourg,LUX,2013,0.08910331,442
Luxembourg,LUX,2014,0.13992491,442
Luxembourg,LUX,2015,0.30012453,442
Luxembourg,LUX,2016,0.11721951,442
Luxembourg,LUX,2017,0.28312987,442
Luxembourg,LUX,2018,0.28481787,442
Luxembourg,LUX,2019,0.101187475,442
Luxembourg,LUX,2020,0,442
Luxembourg,LUX,2021,0.050036773,442
Madagascar,MDG,1980,48.69854,450
Madagascar,MDG,1993,73.25071,450
Madagascar,MDG,1997,69.37031,450
Madagascar,MDG,1999,66.86746,450
Madagascar,MDG,2001,70.9964,450
Madagascar,MDG,2005,74.22137,450
Madagascar,MDG,2010,80.15473,450
Madagascar,MDG,2012,80.73006,450
Malawi,MWI,1997,58.4548,454
Malawi,MWI,2004,68.864586,454
Malawi,MWI,2010,68.42152,454
Malawi,MWI,2016,65.73572,454
Malawi,MWI,2019,70.0606,454
Malaysia,MYS,1984,3.5981495,458
Malaysia,MYS,1987,2.865874,458
Malaysia,MYS,1989,2.24344,458
Malaysia,MYS,1992,2.0359619,458
Malaysia,MYS,1995,2.475327,458
Malaysia,MYS,1997,0.7178662,458
Malaysia,MYS,2003,1.5712516,458
Malaysia,MYS,2006,0.77013826,458
Malaysia,MYS,2008,0.69657385,458
Malaysia,MYS,2011,0.13992567,458
Malaysia,MYS,2013,0.03397699,458
Malaysia,MYS,2015,0.019036654,458
Malaysia,MYS,2018,0.01102865,458
Malaysia,MYS,2021,0,458
Mali,MLI,1994,84.49572,466
Mali,MLI,2001,57.15224,466
Mali,MLI,2006,49.676163,466
Mali,MLI,2009,48.172142,466
Mali,MLI,2018,15.218806,466
Mali,MLI,2021,20.849255,466
Mauritania,MRT,1987,41.38252,478
Mauritania,MRT,1993,42.872517,478
Mauritania,MRT,1995,21.832048,478
Mauritania,MRT,2000,21.487999,478
Mauritania,MRT,2004,18.127827,478
Mauritania,MRT,2008,11.855509,478
Mauritania,MRT,2014,6.490837,478
Mauritania,MRT,2019,5.354673,478
Mexico,MEX,1984,8.306812,484
Mexico,MEX,1989,8.705063,484
Mexico,MEX,1992,7.8659563,484
Mexico,MEX,1994,7.933994,484
Mexico,MEX,1996,13.960938,484
Mexico,MEX,1998,15.237268,484
Mexico,MEX,2000,10.678649,484
Mexico,MEX,2002,7.5212464,484
Mexico,MEX,2004,7.150816,484
Mexico,MEX,2005,7.800171,484
Mexico,MEX,2006,5.3540764,484
Mexico,MEX,2008,5.982281,484
Mexico,MEX,2010,4.704363,484
Mexico,MEX,2012,4.1995993,484
Mexico,MEX,2014,3.9831142,484
Mexico,MEX,2016,2.3163962,484
Mexico,MEX,2018,1.8759747,484
Mexico,MEX,2020,2.1319396,484
Mexico,MEX,2022,1.1796793,484
Moldova,MDA,1997,13.0094795,498
Moldova,MDA,1998,24.047401,498
Moldova,MDA,1999,33.508854,498
Moldova,MDA,2000,31.08438,498
Moldova,MDA,2001,23.255726,498
Moldova,MDA,2002,13.558621,498
Moldova,MDA,2003,5.6087055,498
Moldova,MDA,2004,6.550409,498
Moldova,MDA,2005,10.87486,498
Moldova,MDA,2006,1.9625398,498
Moldova,MDA,2007,0.9524417,498
Moldova,MDA,2008,0.9574248,498
Moldova,MDA,2009,0.65801674,498
Moldova,MDA,2010,0.41040125,498
Moldova,MDA,2011,0.21669711,498
Moldova,MDA,2012,0.13851036,498
Moldova,MDA,2013,0.025188606,498
Moldova,MDA,2014,0,498
Moldova,MDA,2015,0.031209245,498
Moldova,MDA,2016,0.10805441,498
Moldova,MDA,2017,0,498
Moldova,MDA,2018,0,498
Moldova,MDA,2019,0.02864514,498
Moldova,MDA,2021,0,498
Mongolia,MNG,1995,14.911803,496
Mongolia,MNG,1998,28.44928,496
Mongolia,MNG,2002,11.612102,496
Mongolia,MNG,2007,1.6951885,496
Mongolia,MNG,2010,1.1435707,496
Mongolia,MNG,2011,0.85668147,496
Mongolia,MNG,2012,0.47310936,496
Mongolia,MNG,2014,0.32755226,496
Mongolia,MNG,2016,0.7064973,496
Mongolia,MNG,2018,0.7115856,496
Mongolia,MNG,2022,0.2234101,496
Montenegro,MNE,2012,3.0313168,499
Montenegro,MNE,2013,3.0291824,499
Montenegro,MNE,2014,1.6274612,499
Montenegro,MNE,2015,1.3457713,499
Montenegro,MNE,2016,2.4743311,499
Montenegro,MNE,2017,3.3115063,499
Montenegro,MNE,2018,2.839833,499
Montenegro,MNE,2019,1.9976742,499
Montenegro,MNE,2020,1.7676241,499
Montenegro,MNE,2021,1.9771242,499
Morocco,MAR,1984,13.195374,504
Morocco,MAR,1990,4.728802,504
Morocco,MAR,1998,8.375334,504
Morocco,MAR,2000,7.9340315,504
Morocco,MAR,2006,4.242266,504
Morocco,MAR,2013,1.4431101,504
Mozambique,MOZ,1996,82.68429,508
Mozambique,MOZ,2002,80.58823,508
Mozambique,MOZ,2008,70.795815,508
Mozambique,MOZ,2014,64.64086,508
Mozambique,MOZ,2019,74.52835,508
Myanmar,MMR,2015,6.2170024,104
Myanmar,MMR,2017,1.9911567,104
Namibia,NAM,1993,53.516834,516
Namibia,NAM,2003,35.861526,516
Namibia,NAM,2009,26.944029,516
Namibia,NAM,2015,15.617013,516
Nepal,NPL,1984,68.46162,524
Nepal,NPL,1995,55.155148,524
Nepal,NPL,2003,40.30675,524
Nepal,NPL,2010,8.2404995,524
Netherlands,NLD,1983,0.45828018,528
Netherlands,NLD,1987,0.24944825,528
Netherlands,NLD,1990,0.9527308,528
Netherlands,NLD,1993,1.2487618,528
Netherlands,NLD,1999,0.20289831,528
Netherlands,NLD,2004,0.23587565,528
Netherlands,NLD,2005,0.14832005,528
Netherlands,NLD,2006,0.045792855,528
Netherlands,NLD,2007,0.02863133,528
Netherlands,NLD,2008,0.13360895,528
Netherlands,NLD,2009,0.1107701,528
Netherlands,NLD,2010,0.047438905,528
Netherlands,NLD,2011,0.09605309,528
Netherlands,NLD,2012,0.07584219,528
Netherlands,NLD,2013,0.08687879,528
Netherlands,NLD,2014,0.05771296,528
Netherlands,NLD,2015,0.06166262,528
Netherlands,NLD,2016,0.045917112,528
Netherlands,NLD,2017,0.18876624,528
Netherlands,NLD,2018,0.10091632,528
Netherlands,NLD,2019,0.0957287,528
Netherlands,NLD,2020,0.02796322,528
Netherlands,NLD,2021,0.06971744,528
Nicaragua,NIC,1993,38.314228,558
Nicaragua,NIC,1998,25.759579,558
Nicaragua,NIC,2001,17.814484,558
Nicaragua,NIC,2005,9.098515,558
Nicaragua,NIC,2009,8.276645,558
Nicaragua,NIC,2014,3.9410286,558
Niger,NER,1992,84.36487,562
Niger,NER,1994,85.516365,562
Niger,NER,2005,80.50121,562
Niger,NER,2007,78.89103,562
Niger,NER,2011,60.55905,562
Niger,NER,2014,53.56471,562
Niger,NER,2018,50.905937,562
Niger,NER,2021,50.613815,562
Nigeria,NGA,1985,47.821873,566
Nigeria,NGA,1992,52.353878,566
Nigeria,NGA,1996,58.419514,566
Nigeria,NGA,2003,47.878925,566
Nigeria,NGA,2010,34.88533,566
Nigeria,NGA,2012,33.82892,566
Nigeria,NGA,2015,32.25663,566
Nigeria,NGA,2018,30.863297,566
North Macedonia,MKD,2009,9.767671,807
North Macedonia,MKD,2010,10.448227,807
North Macedonia,MKD,2011,9.087074,807
North Macedonia,MKD,2012,6.9127917,807
North Macedonia,MKD,2013,5.2256985,807
North Macedonia,MKD,2014,4.5167346,807
North Macedonia,MKD,2015,5.5025377,807
North Macedonia,MKD,2016,4.2366357,807
North Macedonia,MKD,2017,4.4940066,807
North Macedonia,MKD,2018,3.3985562,807
North Macedonia,MKD,2019,2.6633506,807
Norway,NOR,1979,0.22752123,578
Norway,NOR,1986,0.24487592,578
Norway,NOR,1991,0.47524884,578
Norway,NOR,1995,0.4910345,578
Norway,NOR,2000,0.23508184,578
Norway,NOR,2003,0.20452435,578
Norway,NOR,2004,0.2648449,578
Norway,NOR,2005,0.20196272,578
Norway,NOR,2006,0.13099638,578
Norway,NOR,2007,0.12668282,578
Norway,NOR,2008,0.2267255,578
Norway,NOR,2009,0.086947724,578
Norway,NOR,2010,0.15098813,578
Norway,NOR,2011,0.09757115,578
Norway,NOR,2012,0.117306806,578
Norway,NOR,2013,0.13043559,578
Norway,NOR,2014,0.11292123,578
Norway,NOR,2015,0.17004924,578
Norway,NOR,2016,0.28067333,578
Norway,NOR,2017,0.29165247,578
Norway,NOR,2018,0.25446132,578
Norway,NOR,2019,0.15653396,578
Pakistan,PAK,1987,67.336235,586
Pakistan,PAK,1990,65.1108,586
Pakistan,PAK,1996,22.29407,586
Pakistan,PAK,1998,29.7766,586
Pakistan,PAK,2001,33.275234,586
Pakistan,PAK,2004,20.203358,586
Pakistan,PAK,2005,20.296938,586
Pakistan,PAK,2007,14.898684,586
Pakistan,PAK,2010,9.381865,586
Pakistan,PAK,2011,9.587885,586
Pakistan,PAK,2013,7.362643,586
Pakistan,PAK,2015,5.110188,586
Pakistan,PAK,2018,4.932448,586
Palestine,PSE,2004,0.5896262,275
Palestine,PSE,2005,0.20256646,275
Palestine,PSE,2006,0.31365532,275
Palestine,PSE,2007,1.3573977,275
Palestine,PSE,2009,0.2651386,275
Palestine,PSE,2010,0.04360255,275
Palestine,PSE,2011,0.18903968,275
Palestine,PSE,2016,0.5027174,275
Panama,PAN,1979,6.195905,591
Panama,PAN,1989,22.412273,591
Panama,PAN,1991,20.110653,591
Panama,PAN,1995,15.194985,591
Panama,PAN,1997,14.206259,591
Panama,PAN,1998,14.458805,591
Panama,PAN,1999,12.275087,591
Panama,PAN,2000,11.071512,591
Panama,PAN,2001,14.045302,591
Panama,PAN,2002,9.564354,591
Panama,PAN,2003,9.879252,591
Panama,PAN,2004,8.747402,591
Panama,PAN,2005,8.564978,591
Panama,PAN,2006,9.389637,591
Panama,PAN,2007,6.665941,591
Panama,PAN,2008,4.0731487,591
Panama,PAN,2009,2.5282087,591
Panama,PAN,2010,3.3920667,591
Panama,PAN,2011,2.452237,591
Panama,PAN,2012,3.4651458,591
Panama,PAN,2013,2.2445593,591
Panama,PAN,2014,2.8937745,591
Panama,PAN,2015,1.5139548,591
Panama,PAN,2016,1.5169268,591
Panama,PAN,2017,2.0971286,591
Panama,PAN,2018,1.4056449,591
Panama,PAN,2019,1.0040996,591
Panama,PAN,2021,1.1082573,591
Panama,PAN,2023,1.2881935,591
Papua New Guinea,PNG,1996,52.644897,598
Papua New Guinea,PNG,2009,39.68331,598
Paraguay,PRY,1990,1.1892296,600
Paraguay,PRY,1995,12.40302,600
Paraguay,PRY,1997,10.553168,600
Paraguay,PRY,1999,10.206738,600
Paraguay,PRY,2001,8.94098,600
Paraguay,PRY,2002,13.235834,600
Paraguay,PRY,2003,8.302468,600
Paraguay,PRY,2004,5.7077723,600
Paraguay,PRY,2005,6.0722804,600
Paraguay,PRY,2006,7.947744,600
Paraguay,PRY,2007,7.842305,600
Paraguay,PRY,2008,4.321988,600
Paraguay,PRY,2009,5.767492,600
Paraguay,PRY,2010,5.4597416,600
Paraguay,PRY,2011,5.048014,600
Paraguay,PRY,2012,3.33131,600
Paraguay,PRY,2013,1.7875661,600
Paraguay,PRY,2014,2.413888,600
Paraguay,PRY,2015,1.8913445,600
Paraguay,PRY,2016,1.6942916,600
Paraguay,PRY,2017,0.98143935,600
Paraguay,PRY,2018,1.4066867,600
Paraguay,PRY,2019,1.0115106,600
Paraguay,PRY,2020,0.81328356,600
Paraguay,PRY,2021,0.6891791,600
Paraguay,PRY,2022,1.3295585,600
Peru,PER,1997,19.838614,604
Peru,PER,1998,19.447102,604
Peru,PER,1999,19.33591,604
Peru,PER,2000,19.268625,604
Peru,PER,2001,20.254484,604
Peru,PER,2002,17.54501,604
Peru,PER,2003,14.664634,604
Peru,PER,2004,16.311806,604
Peru,PER,2005,17.811798,604
Peru,PER,2006,15.597147,604
Peru,PER,2007,13.215263,604
Peru,PER,2008,10.917175,604
Peru,PER,2009,8.811538,604
Peru,PER,2010,6.8237686,604
Peru,PER,2011,6.5040245,604
Peru,PER,2012,6.078547,604
Peru,PER,2013,5.3963337,604
Peru,PER,2014,4.824813,604
Peru,PER,2015,4.7185483,604
Peru,PER,2016,4.596183,604
Peru,PER,2017,4.4970593,604
Peru,PER,2018,3.5669863,604
Peru,PER,2019,2.9770849,604
Peru,PER,2020,5.8217554,604
Peru,PER,2021,2.773094,604
Peru,PER,2022,2.656552,604
Philippines,PHL,1985,28.730371,608
Philippines,PHL,1988,25.760872,608
Philippines,PHL,1991,27.195015,608
Philippines,PHL,1994,25.580334,608
Philippines,PHL,1997,18.161642,608
Philippines,PHL,2000,15.031992,608
Philippines,PHL,2003,13.634615,608
Philippines,PHL,2006,15.298533,608
Philippines,PHL,2009,11.126217,608
Philippines,PHL,2012,12.485543,608
Philippines,PHL,2015,8.290904,608
Philippines,PHL,2018,5.057057,608
Philippines,PHL,2021,6.754131,608
Poland,POL,1985,0.19917113,616
Poland,POL,1986,0.24560685,616
Poland,POL,1987,0.15035279,616
Poland,POL,1989,0.08932984,616
Poland,POL,1992,0.22361158,616
Poland,POL,1995,1.7447743,616
Poland,POL,1999,0.49605262,616
Poland,POL,2004,2.1715841,616
Poland,POL,2005,0.9209366,616
Poland,POL,2006,0.65885246,616
Poland,POL,2007,0.47138095,616
Poland,POL,2008,0.17534827,616
Poland,POL,2009,0.3663266,616
Poland,POL,2010,0.3492378,616
Poland,POL,2011,0.34194458,616
Poland,POL,2012,0.19502151,616
Poland,POL,2013,0.42161053,616
Poland,POL,2014,0.39982548,616
Poland,POL,2015,0.43371302,616
Poland,POL,2016,0.23679398,616
Poland,POL,2017,0.34852496,616
Poland,POL,2018,0.24757744,616
Poland,POL,2019,0.06276072,616
Poland,POL,2020,0.13734049,616
Poland,POL,2021,0.10752012,616
Portugal,PRT,2003,0.8958964,620
Portugal,PRT,2004,0.5366484,620
Portugal,PRT,2005,0.5435212,620
Portugal,PRT,2006,0.092665896,620
Portugal,PRT,2007,0.25771353,620
Portugal,PRT,2008,0.13725239,620
Portugal,PRT,2009,0.16589662,620
Portugal,PRT,2010,0.13645983,620
Portugal,PRT,2011,0.5080361,620
Portugal,PRT,2012,0.7032106,620
Portugal,PRT,2013,0.8551859,620
Portugal,PRT,2014,0.5456738,620
Portugal,PRT,2015,0.48239422,620
Portugal,PRT,2016,0.374637,620
Portugal,PRT,2017,0.41049597,620
Portugal,PRT,2018,0.2902539,620
Portugal,PRT,2019,0.14872062,620
Portugal,PRT,2020,0.47228974,620
Portugal,PRT,2021,0.22650385,620
Romania,ROU,1989,0.28460327,642
Romania,ROU,1992,0.5531042,642
Romania,ROU,1994,8.907146,642
Romania,ROU,1995,1.7485844,642
Romania,ROU,1997,2.2489161,642
Romania,ROU,2006,7.355783,642
Romania,ROU,2007,5.310613,642
Romania,ROU,2008,4.086822,642
Romania,ROU,2009,3.1286948,642
Romania,ROU,2010,4.1745195,642
Romania,ROU,2011,5.37642,642
Romania,ROU,2012,6.208166,642
Romania,ROU,2013,6.6171227,642
Romania,ROU,2014,7.0226746,642
